id,lat,lon,name
0,17.33876038,98.1068906,C0
1,17.11371281,98.40051491,C1
2,17.47290157,98.02630126,C2
3,17.22720545,98.22567455,C3
4,17.2121,97.7684,C4
5,16.71198301,98.56604615,C5
6,17.3383,97.667,C6
7,17.56081089,97.92060989,C7
